,tmb_text,negative,neutral,positive
49,,0.0,0.0,0.0
50,capsized,0.0,1.0,0.0
51,finally told her gole,0.0,1.0,0.0
52,,0.0,0.0,0.0
53,,0.0,0.0,0.0
54,doh,0.0,1.0,0.0
55,2014 not forgotten,0.0,0.546,0.454
56,juin chase to ay,0.0,1.0,0.0
57,,0.0,0.0,0.0
58,d artistic ballisties,0.0,1.0,0.0
59,,0.0,0.0,0.0
60,and substantially heavier if,0.0,1.0,0.0
61,if no spinning seconds for 5,0.355,0.645,0.0
62,jupiter becomes sun a df,0.0,1.0,0.0
63,t would either hare 1d bioluminescent become alak,0.0,1.0,0.0
64,if years 2 with covidi9,0.0,1.0,0.0
65,if spinosaurus is alive,0.0,0.536,0.464
66,if building cloud cities venus on,0.0,1.0,0.0
67,lf everyone falls asleep at the same time,0.0,1.0,0.0
68,if the last human on earth,0.0,1.0,0.0
69,if drinking from lake natron,0.0,1.0,0.0
70,if hidden planet in the solar system,0.0,1.0,0.0
71,if living in closed a biosphere,0.0,1.0,0.0
72,we stopped if burning fossil fuels today if,0.213,0.787,0.0
73,df draining the largest atoll,0.0,1.0,0.0
74,if longest tongue in world the,0.0,1.0,0.0
75,jf massive bugs bed in your bed,0.0,1.0,0.0
76,if could we start againz,0.0,1.0,0.0
77,jupiters new life if,0.0,1.0,0.0
78,,0.0,0.0,0.0
79,if the us on lockdown,0.0,1.0,0.0
80,2 t,0.0,0.0,0.0
81,portal the paradox or b a e xplot,0.259,0.741,0.0
82,f2 202t t,0.0,1.0,0.0
83,quantum computers destroy security internet c,0.393,0.337,0.27
84,top 10 reasons why know we round earth is the,0.0,0.833,0.167
85,llztyates 112tt8tue q107z116t d 2al t,0.0,1.0,0.0
86,physics another misconception,0.0,1.0,0.0
87,the universe snnsalan,0.0,1.0,0.0
88,special relativity ch1 eemcz c ak,0.0,0.597,0.403
89,physicsof the car crashes,0.0,1.0,0.0
90,2 oscos no,0.688,0.312,0.0
91,,0.0,0.0,0.0
92,,0.0,0.0,0.0
93,length contraction 8 time dilation,0.0,1.0,0.0
94,,0.0,0.0,0.0
95,oops dag 15 io,0.0,1.0,0.0
96,stars how many the there in sky are explained in 9999 9 seconds,0.0,1.0,0.0
97,is wis sines,0.0,1.0,0.0
98,,0.0,0.0,0.0
99,whales how did so get bigs,0.0,1.0,0.0
100,device removes blood clots tech insider,0.0,1.0,0.0
101,t why we have groove a below nose our,0.0,1.0,0.0
102,ti new chinese gladiator robot,0.0,1.0,0.0
103,tech insider,0.0,1.0,0.0
104,how to use bumble you matchedi bumble e tech insider,0.0,1.0,0.0
105,transfer photos from iphone to iphone tech insider,0.0,1.0,0.0
106,find your insider tech skype id share proflo lorne skype zzabsoacdzocbl name ive cld s eman ntechisienmallcom blnthdey add btthday other tech find other pcople insider wcas can you,0.0,0.925,0.075
107,download shows and movies on netflix tech insider,0.0,1.0,0.0
108,t nyc grid explained,0.0,1.0,0.0
109,t google timeline,0.0,1.0,0.0
110,find diamonds in minecraft tech lane dlock insider,0.0,1.0,0.0
111,li smart construction helmet water,0.0,0.597,0.403
112,message li fyi w e t u o p q r y lesserknown l k j google products,0.0,0.735,0.265
113,1203 85e tera insider,0.0,1.0,0.0
114,korean billy on his viral fame tech insider,0.0,0.707,0.293
115,li nasas autonomous underwater drone,0.0,1.0,0.0
116,,0.0,0.0,0.0
117,t the american southeast is breaking off,0.0,1.0,0.0
118,t american southwest face megadrought may,0.0,1.0,0.0
119,business uk insider durable speakers,0.0,1.0,0.0
120,dopamine mindset drive 8 huberman lab,0.0,1.0,0.0
121,build strong habits huberman lab,0.0,0.548,0.452
122,cannabise health 8 harms huberman lab,0.444,0.556,0.0
123,smells how impact biology our noam sobel dre huberman lab,0.0,1.0,0.0
124,female hormone optimization dre sara gottfried huberman lab,0.0,0.729,0.271
125,erasing fear 8y trauma huberman lab,0.6,0.4,0.0
126,meditation mind the 8 free will sam dr harris huberman lab,0.0,0.732,0.268
127,nicotines uses 8a quitting huberman lab,0.0,1.0,0.0
128,why we dream huberman lab,0.0,0.667,0.333
129,master your breathing with dr jack feldman huberman lab,0.0,1.0,0.0
130,optimize work 8 health huberman lab,0.0,0.556,0.444
131,optimize your hormones kyle gillett dr lab huberman,0.0,0.686,0.314
132,social connecting bonding 8x huberman lab,0.0,1.0,0.0
133,visualize bachieve goals balcetis dre emily huberman lab,0.0,1.0,0.0
134,psychedelics for mental health robin carhartharris dr huberman lab,0.0,1.0,0.0
135,strength hormones 8a performance with dr duncan french ferformance ufc ute huberman lab inst,0.0,0.802,0.198
136,compulsive eating 8 behaviors casey halpern dr huberman lab,0.0,1.0,0.0
137,mdma benefits risks qa huberman lab,0.241,0.46,0.299
138,ketamine benefits risks 8 huberman lab,0.273,0.39,0.338
139,ama episode 9 huberman lab,0.0,1.0,0.0
140,kal machines virtual fake computer,0.437,0.563,0.0
141,reverse shell loses youg nizona,0.365,0.635,0.0
142,free ccna complete couvse,0.0,0.476,0.524
143,top certs 2022 of entrylevel aws comena certihed pentes clouwd actitioner ollool cisco ccna metia comet security at,0.0,0.792,0.208
144,,0.0,0.0,0.0
145,ultimate kal hacking workspace,0.0,1.0,0.0
146,cisco comptia o certified ccent a network c o 110 00 d 10 onon ad to o 1 o comola cescd network ccna vs certified mcsa rountae stucing,0.0,1.0,0.0
147,youre hiredi get job a experiencel ino,0.0,1.0,0.0
148,,0.0,0.0,0.0
149,worlds most secure browser youvselfs cbuild in,0.0,0.69,0.31
150,study z tips cisco cisco certified certified ccna conp lennjum ilcon rout fa routing 8 switch g eno corpotl switching funahl,0.0,1.0,0.0
151,iec 89 destroy 5 gc pythont 5 ta da g6 python right tint nowh 1 ep,0.226,0.774,0.0
152,,0.0,0.0,0.0
153,aws s d network developer cbi nud ets,0.0,1.0,0.0
154,day giveaway 10 christmas 8 days of how does taker long it to become a network engineer ciohesreicr,0.0,1.0,0.0
155,feel i stupid,0.773,0.227,0.0
156,you not do need college diploma luniversity,0.0,1.0,0.0
157,toring moni router cisco cisco my arduino,0.0,1.0,0.0
158,03113116 03 59pm e rick grimes c hunt group redial new cal,0.182,0.818,0.0
159,giveaway cisco certified ccna routinge winners enter toe wine,0.0,0.721,0.279
160,do not i wanna use,0.0,1.0,0.0
161,,0.0,0.0,0.0
162,,0.0,0.0,0.0
163,thinkpad 713 c,0.0,1.0,0.0
164,samsung s8 tab ultra,0.0,1.0,0.0
165,ocooe at bane c,0.0,1.0,0.0
166,,0.0,0.0,0.0
167,,0.0,0.0,0.0
168,sony xo5k,0.0,1.0,0.0
169,gaming speaker ultragear,0.0,1.0,0.0
170,glass,0.0,1.0,0.0
171,android do,0.0,1.0,0.0
172,xperia 51iv bony,0.0,1.0,0.0
173,1 10 pro,0.0,1.0,0.0
174,s control,0.0,1.0,0.0
175,,0.0,0.0,0.0
176,prusa prusa mkl,0.0,1.0,0.0
177,rgb shoes,0.0,1.0,0.0
178,of the,0.0,1.0,0.0
179,,0.0,0.0,0.0
180,assassins teapot,0.0,1.0,0.0
181,pope pope,0.0,1.0,0.0
182, o this shouldnt work,0.0,1.0,0.0
183,parametric resonance is weird,0.362,0.638,0.0
184,,0.0,0.0,0.0
185,,0.0,0.0,0.0
186,sail faster than wind,0.0,1.0,0.0
187,thought they this didnft exist,0.0,1.0,0.0
188,open this window to save lives,0.0,0.61,0.39
189,,0.0,0.0,0.0
190,,0.0,0.0,0.0
191,viruses assemble self,0.0,1.0,0.0
192,ice water makes boil it,0.0,1.0,0.0
193,note laser f5 trick l5 012962 lj67,0.167,0.833,0.0
194,dbeep esgp e 2048hz sl aooe casio 32 6a,0.0,1.0,0.0
195,tower old 0f heads,0.0,1.0,0.0
196,me eat,0.0,1.0,0.0
197,,0.0,0.0,0.0
198,cld becp shift d add new sd cinen how von culo loe,0.0,1.0,0.0
199,,0.0,0.0,0.0
200,18,0.0,1.0,0.0
201,ian groi 8 s2d,0.0,1.0,0.0
202,note2i ultr 11 pro max snnsun,0.0,1.0,0.0
203,s king ineg saunans,0.0,1.0,0.0
204,d p q n blackberrys q 5,0.0,1.0,0.0
205,s snasu so as ru d,0.0,1.0,0.0
206,surgeag 1555 sacen loton,0.0,1.0,0.0
207,samsung samsung galaxy galaxy s7 s8t ledge supersaf style vs camera test,0.0,1.0,0.0
208,lg gx oled,0.0,1.0,0.0
209,surgeeae never sele,0.0,1.0,0.0
210,,0.0,0.0,0.0
211,sony sole s ony gold unboxing,0.0,1.0,0.0
212,108 8 worthover 83ok smartphones s g 8,0.0,1.0,0.0
213,ole apo eefe supersaett fipe fipe,0.0,1.0,0.0
214,,0.0,0.0,0.0
215,g3 iphone gplus lg odo vs,0.0,1.0,0.0
216,lgg flexz unboxing,0.0,1.0,0.0
217,,0.0,0.0,0.0
218,nener settle one plus 3 finst impressidns iuntoxing t supersaetv,0.0,1.0,0.0
219,supersn 20000 subscribers s50 minic suit gift voucher siuiw giveawayl,0.0,0.756,0.244
220,s the demon core,0.0,1.0,0.0
221,hlh americas nuclear first meltdown sls,0.0,1.0,0.0
222,space is dead,0.683,0.317,0.0
223,,0.0,0.0,0.0
224,unstoppable the super ae,0.234,0.26,0.506
225,john wayne and conqueror the,0.0,1.0,0.0
226,best kar armor,0.0,0.323,0.677
227,vyes o00 x1 ooo 9 ooo0 000,0.0,1.0,0.0
228,quantum levitation,0.0,1.0,0.0
229,ltiic flnte ules,0.0,1.0,0.0
230,hole plot solvedb,0.0,1.0,0.0
231,,0.0,0.0,0.0
232,nonsense antieg quantumpend quantun c quantump fen dant adant uien quantun quantur cumpendan endant quen quantumpendant quantu quantunfending quantumpe antumpendant s antumpendant quantun mp quantumfendint cs pendant mpendant quantun oean qununa dant antumk quantun dant mpena dant impen ss dant live s s,0.066,0.934,0.0
233,put this in your brain,0.0,1.0,0.0
234,can we stopitp,0.0,1.0,0.0
235,somebody else you want t doina work should be elf mo you do truly want truth the research your oing the you own lo sa spuun truth nope live,0.0,0.695,0.305
236,cube poo secrets,0.0,1.0,0.0
237,musk elon palor zoov lne elned tz live,0.0,1.0,0.0
238,sir cered jft ter can you slg pt ctoeen sr laleser afa srey cratler pfl read sr clesater gft sren ilceratrer fe cafe eh sdere thisp det sfls live,0.0,1.0,0.0
239,this is whyyou wear mask a,0.0,1.0,0.0
240,spark,0.0,0.0,1.0
241,spark,0.0,0.0,1.0
242,spark,0.0,0.0,1.0
243,sr spark,0.0,0.345,0.655
244,24 sas spark,0.0,0.513,0.487
245,spark,0.0,0.0,1.0
246,spark,0.0,0.0,1.0
247,spark,0.0,0.0,1.0
248,s01 spark,0.0,0.345,0.655
249,spark,0.0,0.0,1.0
250,spark,0.0,0.0,1.0
251,spark,0.0,0.0,1.0
252,a first contact be may possible,0.0,1.0,0.0
253,spark,0.0,0.0,1.0
254,ol aneonce s spark,0.0,0.513,0.487
255,spark,0.0,0.0,1.0
256,spark,0.0,0.0,1.0
257,spark,0.0,0.0,1.0
258,spark,0.0,0.0,1.0
259,spark,0.0,0.0,1.0
260,part 1 starbase withtour guide elon musk build site tour everyday astronaut,0.0,1.0,0.0
261,eseonnut,0.0,1.0,0.0
262,wrong went exacitly what everyday asronaut,0.383,0.617,0.0
263,ride e ere legit next gen space suit a talser asrondy,0.0,1.0,0.0
264,nasa spacex dmz crew dragon splashdown bob 8 doug homecoming hosted live iseondat,0.0,1.0,0.0
265,vandenberg sfb ca slca firefly alphafltaood to the black hosted live esronnot,0.0,1.0,0.0
266,vandenberg sfb ca slca firefly alphafltaood to the black hosted live esronnot,0.0,1.0,0.0
267,slc 40 ccsfs fl spacex transporters hosted live falcon 9 block 5 eseondat,0.225,0.775,0.0
268,wenchang il lcl tianwenfl long march 5 shinas st mars mission hosted live esveondat,0.0,1.0,0.0
269,the astro awards 2021 best space moments of e ever yday asironaut,0.0,0.556,0.444
270,merlins 27 analbum composed using falcon heaty s sequence of events es ryday asronaut,0.0,1.0,0.0
271,veryday asronaut,0.0,1.0,0.0
272,spacex amosiz hosted live ev astronaut,0.0,1.0,0.0
273,eseonday,0.0,1.0,0.0
274,deltaivmta2 gpsil ulall svoz ns edhlive ever asroa,0.0,1.0,0.0
275,isreondat day astronaut beach house,0.0,1.0,0.0
276,il 5,0.0,1.0,0.0
277,launch spacex paz hosted live,0.0,1.0,0.0
278,quicksavesh to eve anud back stock anjd njo everyday asronaut,0.0,1.0,0.0
279,palinting istar behind the scenes photoshop everyday nsironnut,0.0,1.0,0.0
280,,0.0,0.0,0.0
281,,0.0,0.0,0.0
282,,0.0,0.0,0.0
283,,0.0,0.0,0.0
284,,0.0,0.0,0.0
285,,0.0,0.0,0.0
286,,0.0,0.0,0.0
287,0j26rb gillette,0.0,1.0,0.0
288,,0.0,0.0,0.0
289,,0.0,0.0,0.0
290,,0.0,0.0,0.0
291,,0.0,0.0,0.0
292,,0.0,0.0,0.0
293,,0.0,0.0,0.0
294,,0.0,0.0,0.0
295,d,0.0,0.0,0.0
296,,0.0,0.0,0.0
297,,0.0,0.0,0.0
298,,0.0,0.0,0.0
299,,0.0,0.0,0.0
