,vidid,title,tmblink,views,channelName,channelSubs,channelTotalViews
235,Y88ktJqyayI,LGR - Where in the World Is Carmen Sandiego - Apple II Game Review,https://i.ytimg.com/vi/Y88ktJqyayI/hqdefault.jpg,124744,LGR,1670000,529638392
236,MmBN8LHx5ww,LGR Plays - Grand Theft Auto Online,https://i.ytimg.com/vi/MmBN8LHx5ww/hqdefault.jpg,99127,LGR,1670000,529638392
237,I9mo6J4FOR4,LGR - Oh Mummy - ZX Spectrum Game Review,https://i.ytimg.com/vi/I9mo6J4FOR4/hqdefault.jpg,66514,LGR,1670000,529638392
238,fdxUQRncxcs,LGR Plays - Legend of Grimrock,https://i.ytimg.com/vi/fdxUQRncxcs/hqdefault.jpg,36972,LGR,1670000,529638392
239,3z03eaL06rA,LGR - Polaris Tournament Announcement for Guns of Icarus Online,https://i.ytimg.com/vi/3z03eaL06rA/hqdefault.jpg,12026,LGR,1670000,529638392
240,t705r8ICkRw,Starbase Tour with Elon Musk [PART 1 // Summer 2021],https://i.ytimg.com/vi/t705r8ICkRw/hqdefault.jpg,6432961,Everyday Astronaut,1470000,196526649
241,vIh4aLX3cZQ,[SLO MO 4K] Massive explosion of a SpaceX Starship Prototype (SN4) at Boca Chica Texas,https://i.ytimg.com/vi/vIh4aLX3cZQ/hqdefault.jpg,2045467,Everyday Astronaut,1470000,196526649
242,Ge1_6MUWAYg,What Exactly Caused SpaceX's Falcon 9 Landing Failure,https://i.ytimg.com/vi/Ge1_6MUWAYg/hqdefault.jpg,1207351,Everyday Astronaut,1470000,196526649
243,FaOAsUR-o-U,What it's like to wear Boeing's Space Suit,https://i.ytimg.com/vi/FaOAsUR-o-U/hqdefault.jpg,844614,Everyday Astronaut,1470000,196526649
244,6YRf8FsjEXQ,Watch SpaceX / NASA Bring Bob and Doug Home from DM-2!!! Crew Dragon re-entry and splashdown!,https://i.ytimg.com/vi/6YRf8FsjEXQ/hqdefault.jpg,611079,Everyday Astronaut,1470000,196526649
245,hEbhlxF29BM,[SCRUBBED][4K] Watch Firefly's Second Orbital Launch Attempt Of Their Alpha Rocket!,https://i.ytimg.com/vi/hEbhlxF29BM/hqdefault.jpg,494594,Everyday Astronaut,1470000,196526649
246,BntCkCRc55c,Watch Firefly Launch Their Alpha Rocket To Orbit For The First Time!,https://i.ytimg.com/vi/BntCkCRc55c/hqdefault.jpg,358890,Everyday Astronaut,1470000,196526649
247,4hhj_Y3B54M,Watch SpaceX launch 143 satellites for their first dedicated rideshare!,https://i.ytimg.com/vi/4hhj_Y3B54M/hqdefault.jpg,301774,Everyday Astronaut,1470000,196526649
248,nG2t5FgALSs,Watch China launch their first mission to Mars on their Long March 5!,https://i.ytimg.com/vi/nG2t5FgALSs/hqdefault.jpg,253220,Everyday Astronaut,1470000,196526649
249,7STa-tiQajQ,Best Space Moments of 2021!!!,https://i.ytimg.com/vi/7STa-tiQajQ/hqdefault.jpg,228707,Everyday Astronaut,1470000,196526649
250,KkGIFPAxlmE,Watch SpaceX Launch Crew-3 to the ISS for NASA!,https://i.ytimg.com/vi/KkGIFPAxlmE/hqdefault.jpg,206360,Everyday Astronaut,1470000,196526649
251,Ne-hI31F2kk,Falcon Heavy slo-mo launch and landing (Watch the sound ripple through the exhaust at 120 FPS),https://i.ytimg.com/vi/Ne-hI31F2kk/hqdefault.jpg,179059,Everyday Astronaut,1470000,196526649
252,9T8qfm5sv9I,[May 19] [Potato Cam Static fire] Let's watch SpaceX static fire Starship SN-4!,https://i.ytimg.com/vi/9T8qfm5sv9I/hqdefault.jpg,151052,Everyday Astronaut,1470000,196526649
253,wRBxILw04IE,SpaceX's StarHopper Abort (slow motion 4K),https://i.ytimg.com/vi/wRBxILw04IE/hqdefault.jpg,121409,Everyday Astronaut,1470000,196526649
254,SnGD__egREQ,Watch ULA launch the LAST Delta IV medium EVER! GPS III SV02,https://i.ytimg.com/vi/SnGD__egREQ/hqdefault.jpg,87918,Everyday Astronaut,1470000,196526649
255,IS--jXYsWVE,"Everyday Astronaut - ""Astronaut Beach House""",https://i.ytimg.com/vi/IS--jXYsWVE/hqdefault.jpg,71077,Everyday Astronaut,1470000,196526649
256,xZ3WFBuuvdU,Live INSIDE SpaceX for the BFR announcement!,https://i.ytimg.com/vi/xZ3WFBuuvdU/hqdefault.jpg,51385,Everyday Astronaut,1470000,196526649
257,JZ_Tp9qjviw,"LIVE Hosting SpaceX PAZ / Microsat 2a, 2b",https://i.ytimg.com/vi/JZ_Tp9qjviw/hqdefault.jpg,31594,Everyday Astronaut,1470000,196526649
258,RR4fHSIMfzo,To Eve and Back - all stock - no quicksave reverts!!! (Full livestream),https://i.ytimg.com/vi/RR4fHSIMfzo/hqdefault.jpg,6672,Everyday Astronaut,1470000,196526649
259,a4yXEbUZ0R0,"Behind The Scenes Photoshop ""Star Painting"" with @EverydayAstronaut",https://i.ytimg.com/vi/a4yXEbUZ0R0/hqdefault.jpg,1130,Everyday Astronaut,1470000,196526649
260,BGRY14znFxY,"I spent a week in a VR headset, here's what happened",https://i.ytimg.com/vi/BGRY14znFxY/hqdefault.jpg,24745314,Disrupt,1450000,101767788
261,mAM4eHGV7WA,Spending 24 Hours in Skyrim VR on a Treadmill,https://i.ytimg.com/vi/mAM4eHGV7WA/hqdefault.jpg,1603342,Disrupt,1450000,101767788
262,9BRoirDUx64,"I spent a week in VRchat, here's who I met",https://i.ytimg.com/vi/9BRoirDUx64/hqdefault.jpg,987951,Disrupt,1450000,101767788
263,D3gtDHLaQ_s,A Disturbing VR Cult,https://i.ytimg.com/vi/D3gtDHLaQ_s/hqdefault.jpg,531300,Disrupt,1450000,101767788
264,TRMv_cL_6J0,"""I Fell from an Airplane Without a Parachute""",https://i.ytimg.com/vi/TRMv_cL_6J0/hqdefault.jpg,327813,Disrupt,1450000,101767788
265,NwqMMSP0_gw,The story of a Nuclear Explosion Survivor,https://i.ytimg.com/vi/NwqMMSP0_gw/hqdefault.jpg,209645,Disrupt,1450000,101767788
266,ZzYMHlxeqK0,Q&A,https://i.ytimg.com/vi/ZzYMHlxeqK0/hqdefault.jpg,137570,Disrupt,1450000,101767788
267,uXh6U1T-c-w,How a Dog astronaut started the Space Race,https://i.ytimg.com/vi/uXh6U1T-c-w/hqdefault.jpg,81895,Disrupt,1450000,101767788
268,sKABVnHwMms,🌎 Majesty.mp4,https://i.ytimg.com/vi/sKABVnHwMms/hqdefault.jpg,48854,Disrupt,1450000,101767788
269,G8Tw-8AjLSY,Virtual Reality Advertising,https://i.ytimg.com/vi/G8Tw-8AjLSY/hqdefault.jpg,36922,Disrupt,1450000,101767788
270,5NZElcnMEac,Imagination = Reality²,https://i.ytimg.com/vi/5NZElcnMEac/hqdefault.jpg,29496,Disrupt,1450000,101767788
271,x_zOgCBlIyo,Half-Life but narrated by David Attenborough,https://i.ytimg.com/vi/x_zOgCBlIyo/hqdefault.jpg,22572,Disrupt,1450000,101767788
272,ayeS_RQutgw,Into The Unknown... (Minecraft Machinima Series),https://i.ytimg.com/vi/ayeS_RQutgw/hqdefault.jpg,18753,Disrupt,1450000,101767788
273,66Anm14UiAQ,AnnoyingOrange Music Video - Behind The Scenes,https://i.ytimg.com/vi/66Anm14UiAQ/hqdefault.jpg,13799,Disrupt,1450000,101767788
274,dIgORW6-TDo,Down She Goes (Minecraft Machinima Series),https://i.ytimg.com/vi/dIgORW6-TDo/hqdefault.jpg,9160,Disrupt,1450000,101767788
275,W4f2PyLWxx4,Quest For Adventure: Over The River (Minecraft Machinima Series),https://i.ytimg.com/vi/W4f2PyLWxx4/hqdefault.jpg,4868,Disrupt,1450000,101767788
276,YZp9XqxkSuc,Skies Of Aurora - 50 Second Bloopers!,https://i.ytimg.com/vi/YZp9XqxkSuc/hqdefault.jpg,3526,Disrupt,1450000,101767788
277,L-Eue2gbvuE,Skies Of Aurora - ProperSteeze RP Server!,https://i.ytimg.com/vi/L-Eue2gbvuE/hqdefault.jpg,2566,Disrupt,1450000,101767788
278,dDd6q5chZJU,"How YOU can join ProperSteeze! (Builders, Puppets, Plugin Coders, Voice Actors)",https://i.ytimg.com/vi/dDd6q5chZJU/hqdefault.jpg,1671,Disrupt,1450000,101767788
279,R5tnoOxNbhY,Behind The Scenes: Quest For Adventure Pt. 2,https://i.ytimg.com/vi/R5tnoOxNbhY/hqdefault.jpg,1048,Disrupt,1450000,101767788
280,qOVAbKKSH10,Blockchain Technology Explained (2 Hour Course),https://i.ytimg.com/vi/qOVAbKKSH10/hqdefault.jpg,3892727,Coding Tech,731000,50445002
281,cmkKxNN7cs4,Writing Beautiful Packages in Go,https://i.ytimg.com/vi/cmkKxNN7cs4/hqdefault.jpg,121370,Coding Tech,731000,50445002
282,_lE6U34pXnE,How I Hacked Every Major IDE in 2 Weeks,https://i.ytimg.com/vi/_lE6U34pXnE/hqdefault.jpg,65617,Coding Tech,731000,50445002
283,4jROlXH9Nvc,A Deep Dive into NLP with PyTorch,https://i.ytimg.com/vi/4jROlXH9Nvc/hqdefault.jpg,45597,Coding Tech,731000,50445002
284,aGPi27VGWVM,Python Standard Library: The Hidden Gems,https://i.ytimg.com/vi/aGPi27VGWVM/hqdefault.jpg,33387,Coding Tech,731000,50445002
285,xmob0Lox_FQ,Into WebAssembly,https://i.ytimg.com/vi/xmob0Lox_FQ/hqdefault.jpg,26542,Coding Tech,731000,50445002
286,EIGjT5NYjjM,GraphQL in Python 🍓,https://i.ytimg.com/vi/EIGjT5NYjjM/hqdefault.jpg,20830,Coding Tech,731000,50445002
287,wIIQlkyTP_I,10 Amazing Developer Tools and Tips (aka Level Up Your Developer Productivity),https://i.ytimg.com/vi/wIIQlkyTP_I/hqdefault.jpg,17572,Coding Tech,731000,50445002
288,BOSQ8m21oLo,Intro to Modern JavaScript,https://i.ytimg.com/vi/BOSQ8m21oLo/hqdefault.jpg,14672,Coding Tech,731000,50445002
289,nf4j02kQr9k,Stop Using Databases and Start Using Data Services,https://i.ytimg.com/vi/nf4j02kQr9k/hqdefault.jpg,12672,Coding Tech,731000,50445002
290,0YOaYUYd2-s,Building Realtime Serverless APIs with GraphQL and Azure,https://i.ytimg.com/vi/0YOaYUYd2-s/hqdefault.jpg,11027,Coding Tech,731000,50445002
291,62ZRPJkHOX0,NodeJS: Let It Crash!,https://i.ytimg.com/vi/62ZRPJkHOX0/hqdefault.jpg,9745,Coding Tech,731000,50445002
292,hteylmxCUrY,Solving Layout Problems With CSS Grid and Friends,https://i.ytimg.com/vi/hteylmxCUrY/hqdefault.jpg,8677,Coding Tech,731000,50445002
293,qdjn7Ryaq5Y,New and Exciting Features in NodeJS,https://i.ytimg.com/vi/qdjn7Ryaq5Y/hqdefault.jpg,7622,Coding Tech,731000,50445002
294,O9N8Hy3unfw,An Introduction to Modern Hashing,https://i.ytimg.com/vi/O9N8Hy3unfw/hqdefault.jpg,6764,Coding Tech,731000,50445002
295,qVhj4-F1v0g,Building A Sliding Puzzle Game with a Custom Image Using ReactJS,https://i.ytimg.com/vi/qVhj4-F1v0g/hqdefault.jpg,5804,Coding Tech,731000,50445002
296,-3Xabm9yewk,Dark Mode Using CSS,https://i.ytimg.com/vi/-3Xabm9yewk/hqdefault.jpg,4958,Coding Tech,731000,50445002
297,Xd-tmhdLJp0,Rethinking Data Visulisation with PyScript  || Valerio Maggio,https://i.ytimg.com/vi/Xd-tmhdLJp0/hqdefault.jpg,4251,Coding Tech,731000,50445002
298,ahIicKEePus,Sherlock Holmes and the Cryptic Case of API Security || Brenton House,https://i.ytimg.com/vi/ahIicKEePus/hqdefault.jpg,3468,Coding Tech,731000,50445002
299,I0kC9WI3FRc,Craft Product Strategy: Blueprint for Success,https://i.ytimg.com/vi/I0kC9WI3FRc/hqdefault.jpg,1293,Coding Tech,731000,50445002
300,W_OuYDJ2vjQ,TERMINATING MINERAL INSULATED COPPER CABLE IN 60 SECONDS - #shorts,https://i.ytimg.com/vi/W_OuYDJ2vjQ/hqdefault.jpg,88070245,eFIXX,594000,671046753
301,is3EsCgj8NI,Probably the Best Plug in the World 🇬🇧🔌🔌🔌,https://i.ytimg.com/vi/is3EsCgj8NI/hqdefault.jpg,1514514,eFIXX,594000,671046753
302,EX2-fEJGBwI,Building up an Earth Bond Relay,https://i.ytimg.com/vi/EX2-fEJGBwI/hqdefault.jpg,364648,eFIXX,594000,671046753
303,LxRwWUQhsrs,Knipex NexStrip: The Multi-Tool for Electricians,https://i.ytimg.com/vi/LxRwWUQhsrs/hqdefault.jpg,166122,eFIXX,594000,671046753
304,US9xV85pz5s,BIN THE BUTT CRIMPS the new WAGO 221 is GREAT #shorts,https://i.ytimg.com/vi/US9xV85pz5s/hqdefault.jpg,98517,eFIXX,594000,671046753
305,-3eQRAVr0JE,SURPRISINGLY effective cable tie hack for armoured cable.,https://i.ytimg.com/vi/-3eQRAVr0JE/hqdefault.jpg,62793,eFIXX,594000,671046753
306,eknSVIB1dAc,Is electric heating the future? - LOT20 and SAP10 explained.,https://i.ytimg.com/vi/eknSVIB1dAc/hqdefault.jpg,50111,eFIXX,594000,671046753
307,e_aJRe5bf04,REVIEWED: Easee EV charger - the clue is in the name!,https://i.ytimg.com/vi/e_aJRe5bf04/hqdefault.jpg,38906,eFIXX,594000,671046753
308,I9b3xuDzA3U,"EV Charger REVIEW: Cheapest, Smartest and easiest to install with EV Nick.",https://i.ytimg.com/vi/I9b3xuDzA3U/hqdefault.jpg,32190,eFIXX,594000,671046753
309,-YY0r6zC_M8,How many lights can you connect to a light switch?,https://i.ytimg.com/vi/-YY0r6zC_M8/hqdefault.jpg,26097,eFIXX,594000,671046753
310,A4gEbnxbUEU,ZAPTEC GO our fastest ever EV Charger Installation,https://i.ytimg.com/vi/A4gEbnxbUEU/hqdefault.jpg,21264,eFIXX,594000,671046753
311,p5mQU2gl25Y,MYENERGI EDDI takes control of the GAS water heating,https://i.ytimg.com/vi/p5mQU2gl25Y/hqdefault.jpg,17775,eFIXX,594000,671046753
312,PvsKDbhC-Ks,INVISIBLE SWITCHES & SOCKETS using the Hamilton Perception CFX (includes how to fit),https://i.ytimg.com/vi/PvsKDbhC-Ks/hqdefault.jpg,14545,eFIXX,594000,671046753
313,83lVeDxKXUY,REVEALED: How Much Money Do Self Employed Electricians Make?,https://i.ytimg.com/vi/83lVeDxKXUY/hqdefault.jpg,11869,eFIXX,594000,671046753
314,5n5LItaHG2o,SPEED UP YOUR TRUNKING INSTALLATION with Salamandre by Legrand - IP4X,https://i.ytimg.com/vi/5n5LItaHG2o/hqdefault.jpg,9747,eFIXX,594000,671046753
315,B05djE5tsd4,Lithe Audio ceiling speaker - now with Bluetooth 5 & APTX technology,https://i.ytimg.com/vi/B05djE5tsd4/hqdefault.jpg,7913,eFIXX,594000,671046753
316,Nt3a5t1gmtw,Metal Trunking Accessories,https://i.ytimg.com/vi/Nt3a5t1gmtw/hqdefault.jpg,6167,eFIXX,594000,671046753
317,OiUBbvNSMK8,ARE YOU INSTALLING RELIABLE LED LIGHTING? - Lewden lux,https://i.ytimg.com/vi/OiUBbvNSMK8/hqdefault.jpg,4597,eFIXX,594000,671046753
318,CQmmGa3gJXU,Reviewed: Lewden Palazzoli XCEE (Ceeform)Industrial Plug and Sockets  IP69k,https://i.ytimg.com/vi/CQmmGa3gJXU/hqdefault.jpg,3233,eFIXX,594000,671046753
319,JYwVqI1In5Q,eFIXX Awards 2023 Education Category Winners,https://i.ytimg.com/vi/JYwVqI1In5Q/hqdefault.jpg,753,eFIXX,594000,671046753
320,cKwS4NfgGgc,Three great gadgets for every man!,https://i.ytimg.com/vi/cKwS4NfgGgc/hqdefault.jpg,71637891,YouFact Tech,820000,355066754
321,RaVlNSHLTlw,Unusual rings for any occasion,https://i.ytimg.com/vi/RaVlNSHLTlw/hqdefault.jpg,2161890,YouFact Tech,820000,355066754
322,MekOFRoZg9A,Cool Gadgets to Buy on Amazon and Aliexpress,https://i.ytimg.com/vi/MekOFRoZg9A/hqdefault.jpg,1211593,YouFact Tech,820000,355066754
323,DdQUXtTy42I,17 Coolest Gadgets for Men That Are Worth Seeing,https://i.ytimg.com/vi/DdQUXtTy42I/hqdefault.jpg,590129,YouFact Tech,820000,355066754
324,HcfSBr_KhzQ,11 Coolest Home Gadgets That Are Worth Buying,https://i.ytimg.com/vi/HcfSBr_KhzQ/hqdefault.jpg,438297,YouFact Tech,820000,355066754
325,8GsbTODarn4,20 Coolest Gadgets You Will Definitely Enjoy,https://i.ytimg.com/vi/8GsbTODarn4/hqdefault.jpg,315124,YouFact Tech,820000,355066754
326,BMadvm4wioc,12 Coolest Gadgets That Are Worth Seeing,https://i.ytimg.com/vi/BMadvm4wioc/hqdefault.jpg,261056,YouFact Tech,820000,355066754
327,ovdN5mlr64Y,16 Coolest Gadgets That Are Worth Buying,https://i.ytimg.com/vi/ovdN5mlr64Y/hqdefault.jpg,215049,YouFact Tech,820000,355066754
328,YygPL3oTvCY,15 Coolest Gadgets You Must See,https://i.ytimg.com/vi/YygPL3oTvCY/hqdefault.jpg,182430,YouFact Tech,820000,355066754
329,YgyhfdIbT7M,11 COOLEST Gadgets For Your ROOM That Are Worth Buying,https://i.ytimg.com/vi/YgyhfdIbT7M/hqdefault.jpg,156059,YouFact Tech,820000,355066754
330,-T2QAbIXMdw,15 Coolest Gadgets That Are Worth Buying,https://i.ytimg.com/vi/-T2QAbIXMdw/hqdefault.jpg,136224,YouFact Tech,820000,355066754
331,B_Ee0KVYN20,17 Coolest Gadgets You Can Actually Buy,https://i.ytimg.com/vi/B_Ee0KVYN20/hqdefault.jpg,112371,YouFact Tech,820000,355066754
332,8SG8td3z8mk,14 Coolest Gadgets That Are Worth Seeing,https://i.ytimg.com/vi/8SG8td3z8mk/hqdefault.jpg,80490,YouFact Tech,820000,355066754
333,d7ymjUoNP8Y,14 Coolest Phone Chargers That Are Worth Buying,https://i.ytimg.com/vi/d7ymjUoNP8Y/hqdefault.jpg,63379,YouFact Tech,820000,355066754
334,a53KI0Qj88Y,The coolest collapsible bottle and tumbler,https://i.ytimg.com/vi/a53KI0Qj88Y/hqdefault.jpg,41784,YouFact Tech,820000,355066754
335,_IkJJJvjWGU,Take these gadgets on a trip?,https://i.ytimg.com/vi/_IkJJJvjWGU/hqdefault.jpg,31610,YouFact Tech,820000,355066754
336,2HkYNO8lGVk,The Best Brush For Your Car,https://i.ytimg.com/vi/2HkYNO8lGVk/hqdefault.jpg,23728,YouFact Tech,820000,355066754
337,SBrMY8h5tHk,30 Coolest Gadgets Every Man Will Appreciate,https://i.ytimg.com/vi/SBrMY8h5tHk/hqdefault.jpg,15777,YouFact Tech,820000,355066754
338,u7Qj6nJo9jU,Cars will appreciate this stuff!,https://i.ytimg.com/vi/u7Qj6nJo9jU/hqdefault.jpg,8108,YouFact Tech,820000,355066754
339,8cIQ8F9xC70,9 Cheap APPLE Alternatives That Are Worth Buying,https://i.ytimg.com/vi/8cIQ8F9xC70/hqdefault.jpg,1266,YouFact Tech,820000,355066754
340,D0BrG7O8wmA,How to Make the Apple Logo on Your iPhone Light Up Like a Macbook (iPhone 6 & iPhone 6 Plus),https://i.ytimg.com/vi/D0BrG7O8wmA/hqdefault.jpg,12468562,TheUnlockr,753000,169063325
341,Ct3afssstno,How To Stop your Email from Showing Up in iMessage on your iPhone,https://i.ytimg.com/vi/Ct3afssstno/hqdefault.jpg,394399,TheUnlockr,753000,169063325
342,TgG0upE77mk,Huawei P20 Pro Complete Walkthrough,https://i.ytimg.com/vi/TgG0upE77mk/hqdefault.jpg,212392,TheUnlockr,753000,169063325
343,5cWA9sxtDt8,"Samsung Galaxy S21 Ultra Real-World Test (Camera Comparison, Battery Test, & Vlog)",https://i.ytimg.com/vi/5cWA9sxtDt8/hqdefault.jpg,152738,TheUnlockr,753000,169063325
344,bhn1DOd2fEY,How to Root the LG G3 (All Versions) (PurpleDrake Method),https://i.ytimg.com/vi/bhn1DOd2fEY/hqdefault.jpg,113931,TheUnlockr,753000,169063325
345,bRG_KDkOuNc,How to Get a Circular Battery Symbol in iOS,https://i.ytimg.com/vi/bRG_KDkOuNc/hqdefault.jpg,87863,TheUnlockr,753000,169063325
346,qAbY81Uu9qs,How to Remap the Bixby Button (and Launch a Different App Instead),https://i.ytimg.com/vi/qAbY81Uu9qs/hqdefault.jpg,71015,TheUnlockr,753000,169063325
347,0hRsS3Zklxk,Windows Phone 101: How to Block Phone Calls and SMS from Specific Contacts,https://i.ytimg.com/vi/0hRsS3Zklxk/hqdefault.jpg,55212,TheUnlockr,753000,169063325
348,ieWsYjHFpao,Surface Laptop 2 Complete Walkthrough: The Best Looking Laptop You Can Buy,https://i.ytimg.com/vi/ieWsYjHFpao/hqdefault.jpg,44843,TheUnlockr,753000,169063325
349,60z9YBv9Ksw,How To Root the Dell Streak (www.TheUnlockr.com),https://i.ytimg.com/vi/60z9YBv9Ksw/hqdefault.jpg,37276,TheUnlockr,753000,169063325
350,Sp4RS30EHX4,How to Set Custom Vibrations on the iPhone,https://i.ytimg.com/vi/Sp4RS30EHX4/hqdefault.jpg,30553,TheUnlockr,753000,169063325
351,Yv8kKBMZGCM,How To - Setup Irreco on the Nokia N900 (www.TheUnlockr.com),https://i.ytimg.com/vi/Yv8kKBMZGCM/hqdefault.jpg,24809,TheUnlockr,753000,169063325
352,B4vVcofUyt0,How to Automatically Digitize Anything You Write on a Whiteboard,https://i.ytimg.com/vi/B4vVcofUyt0/hqdefault.jpg,19449,TheUnlockr,753000,169063325
353,nXKY6sQfx4A,How to Customize App Folders on your Home Screen Using TinyGrid+,https://i.ytimg.com/vi/nXKY6sQfx4A/hqdefault.jpg,15269,TheUnlockr,753000,169063325
354,WHGrsitxE0k,How to Root the Samsung Galaxy S6 & S6 Edge,https://i.ytimg.com/vi/WHGrsitxE0k/hqdefault.jpg,11062,TheUnlockr,753000,169063325
355,4hNLqddSmqk,How to Add a Virtual Home Button to iOS,https://i.ytimg.com/vi/4hNLqddSmqk/hqdefault.jpg,8112,TheUnlockr,753000,169063325
356,O92qjcMqcLU,How To Transfer Photos from Facebook to Google+,https://i.ytimg.com/vi/O92qjcMqcLU/hqdefault.jpg,6016,TheUnlockr,753000,169063325
357,PtI3683lmOM,The Sequel to the Most Popular Folding Phone,https://i.ytimg.com/vi/PtI3683lmOM/hqdefault.jpg,4265,TheUnlockr,753000,169063325
358,i2krnsHB6bY,Windows Phone 101: How to View Desktop Version of Websites,https://i.ytimg.com/vi/i2krnsHB6bY/hqdefault.jpg,2164,TheUnlockr,753000,169063325
359,_9EuZZfAO9g,Droid Chare Sample Video,https://i.ytimg.com/vi/_9EuZZfAO9g/hqdefault.jpg,116,TheUnlockr,753000,169063325
360,kiiA6WTCQn0,Introduction to Operational Amplifier: Characteristics of Ideal Op-Amp,https://i.ytimg.com/vi/kiiA6WTCQn0/hqdefault.jpg,2143848,ALL ABOUT ELECTRONICS,543000,55270205
361,KylJ2v1_c-o,Transient Analysis: First order R C and R L Circuits,https://i.ytimg.com/vi/KylJ2v1_c-o/hqdefault.jpg,545535,ALL ABOUT ELECTRONICS,543000,55270205
362,aU24RWIgJVs,Op-Amp Differentiator (with Derivation and Examples),https://i.ytimg.com/vi/aU24RWIgJVs/hqdefault.jpg,437153,ALL ABOUT ELECTRONICS,543000,55270205
363,Pc1aFloxSMw,R-2R Ladder DAC Explained (with Solved Example),https://i.ytimg.com/vi/Pc1aFloxSMw/hqdefault.jpg,338942,ALL ABOUT ELECTRONICS,543000,55270205
364,eFPTBATfX70,"Voltage, Current and Power explained",https://i.ytimg.com/vi/eFPTBATfX70/hqdefault.jpg,268718,ALL ABOUT ELECTRONICS,543000,55270205
365,FUhCrWoNA2c,System on Chip (SoC) Explained,https://i.ytimg.com/vi/FUhCrWoNA2c/hqdefault.jpg,213034,ALL ABOUT ELECTRONICS,543000,55270205
366,ta1sUTiJNkY,"Decibel (dB): What is dB, dBm, dBW, and dBV in Electronics? Difference between dB and dBm",https://i.ytimg.com/vi/ta1sUTiJNkY/hqdefault.jpg,166084,ALL ABOUT ELECTRONICS,543000,55270205
367,Yryi1bbmUjU,Amplitude Modulation (AM) Explained,https://i.ytimg.com/vi/Yryi1bbmUjU/hqdefault.jpg,134447,ALL ABOUT ELECTRONICS,543000,55270205
368,utBRWK4GmmE,MOSFET Transconductance and MOSFET Small Signal Model Explained,https://i.ytimg.com/vi/utBRWK4GmmE/hqdefault.jpg,107669,ALL ABOUT ELECTRONICS,543000,55270205
369,YmKmS9bpMqM,Boolean Function Representation: SOP and POS Form | Minterms and Maxterms Explained,https://i.ytimg.com/vi/YmKmS9bpMqM/hqdefault.jpg,89415,ALL ABOUT ELECTRONICS,543000,55270205
370,1tmdiGvvzzw,Solved Problems on Magnetically Coupled Circuits,https://i.ytimg.com/vi/1tmdiGvvzzw/hqdefault.jpg,76334,ALL ABOUT ELECTRONICS,543000,55270205
371,PV8CMZZKrB4,Ohm's law Explained,https://i.ytimg.com/vi/PV8CMZZKrB4/hqdefault.jpg,60698,ALL ABOUT ELECTRONICS,543000,55270205
372,qFbdsLm5mvI,MOSFET- Channel Length Modulation Explained,https://i.ytimg.com/vi/qFbdsLm5mvI/hqdefault.jpg,50193,ALL ABOUT ELECTRONICS,543000,55270205
373,xU7nGvADHZM,Active Clamper Circuit (Clamper Circuit using Op-Amp) Explained,https://i.ytimg.com/vi/xU7nGvADHZM/hqdefault.jpg,41884,ALL ABOUT ELECTRONICS,543000,55270205
374,Ph0UlER9S08,Y- Parameters Explained | Condition of Reciprocity and Symmetry for Y- parameters,https://i.ytimg.com/vi/Ph0UlER9S08/hqdefault.jpg,34616,ALL ABOUT ELECTRONICS,543000,55270205
375,vBvLu3euc2Q,"MOSFET Biasing: Depletion Type MOSFET Biasing (Fixed Bias, Self Bias and Voltage Divider Bias)",https://i.ytimg.com/vi/vBvLu3euc2Q/hqdefault.jpg,26867,ALL ABOUT ELECTRONICS,543000,55270205
376,2CkyYg__FTc,Pass Transistor Logic Explained | How to Implement Logic Gates using Pass Transistor Logic ?,https://i.ytimg.com/vi/2CkyYg__FTc/hqdefault.jpg,14946,ALL ABOUT ELECTRONICS,543000,55270205
377,IFFVWE0qS6k,Binary Sequence Generator using Shift Register (with Simulation) | Digital Electronics,https://i.ytimg.com/vi/IFFVWE0qS6k/hqdefault.jpg,8108,ALL ABOUT ELECTRONICS,543000,55270205
378,zVJiQZnMXxo,How to Draw a State Transition Diagram? Analysis of Clocked Sequential Circuits,https://i.ytimg.com/vi/zVJiQZnMXxo/hqdefault.jpg,3058,ALL ABOUT ELECTRONICS,543000,55270205
379,cJ9JXa7EZII,Membership Quiz # 9(Analog Communication - Amplitude Modulation ),https://i.ytimg.com/vi/cJ9JXa7EZII/hqdefault.jpg,732,ALL ABOUT ELECTRONICS,543000,55270205
380,W6mRkmbn7Kk,Why Did Megalodon Go Extinct?,https://i.ytimg.com/vi/W6mRkmbn7Kk/hqdefault.jpg,19491511,The Wild Times Podcast,365000,167268088
381,i8QvO2S36oU,Forrest Galante's Favorite Animals in Madagascar,https://i.ytimg.com/vi/i8QvO2S36oU/hqdefault.jpg,1745108,The Wild Times Podcast,365000,167268088
382,Td75eLXbh0I,Forrest Galante Responds to Being Called a Phony After Joe Rogan Podcast #Shorts,https://i.ytimg.com/vi/Td75eLXbh0I/hqdefault.jpg,388726,The Wild Times Podcast,365000,167268088
383,qF8e-5mpvjk,Wildlife Biologist Forrest Galante Ranks Weird Animals Pt.4,https://i.ytimg.com/vi/qF8e-5mpvjk/hqdefault.jpg,162340,The Wild Times Podcast,365000,167268088
384,USorMxUndjE,Extinct or Alive Animals Game With Forrest Galante Pt. 7,https://i.ytimg.com/vi/USorMxUndjE/hqdefault.jpg,91994,The Wild Times Podcast,365000,167268088
