,vidid,title_text,title_length,tmb_text,tmb_length,composite_sentiment
816,e0AXQTNBCIk,Grid Studio Apple A7 & iPhone 3G   Perfect Apple gifts!,55,Perfect A7,10,0.56
817,vGllqmrQdIs,Apple's Financial Call just finished... WOW,43,aapl Financials Apple PostG ame Game Post,41,0.0
818,6HJf1nT8tuc,"iCaveAnswers Live! Talking Apple & Disney potential, iPhone 15 & More",69,ONAIR ve ve,11,0.0
819,HQRAZH8W-wM,COD Mobile Juggernaut Win on iPad (Call of Duty Mobile),55,JUGGERNAUT win COD iPad Mobile on 5th Gen LIVING ON ipad,56,0.28600000000000003
820,RG9PctMOkOM,Is The Google Cybersecurity Professional Certificate Worth It? 🧐,64,certificate D Google hils that hav car Cybersecurity NO degree or Professional Certificate Th s path cybersecunity intbls youf ol  areern certiicate ydul pren Laa hae corea nalcan you BSA na daes s speosnl ntructdr co Top in T nstuctol WORTH It?,245,0.1245
821,ED5vHa3fE1Q,How To Read Files From Google Cloud Storage  ✅ GCP Tutorial,59,READING CSV JSON & FROM CLOUD Google Cloud Platform STORAGE,59,0.0
822,i2m3BZGNeA8,The Best Statistics Book For Data Scientists,44,BEST STATISTICS BOOK,20,0.5445
823,dOHLRqVleYo,Machine Learning in 30 Seconds #shorts,38,MACHINE LEARNING in 30 SECONDS,30,-0.103
824,elLnrCPNDu8,❌Explain any Machine Learning Model with LIME ❌NLP Model Interpretability with LIME,83,EXPLAIN NLP MODEL LIME,22,0.0
825,L5aFf7V_jrg,OpenAI GPT-4 Model Architecture EXPOSED! (With Details),55,gpta MODEL ARCHITECTURE LEAKED!,31,-0.038500000000000006
826,KAeHK2-s0C8,🚨 Google’s Palm 2 Paper Explained 😱 Better Than GPT-4?,54,TAKEAWAYS TA YS,15,0.0735
827,VAxns8ccD2k,Data Scientist vs Machine Learning Engineer | Which To Choose? Are There Better Options?,88,DATA SCIENTIST VS ML ENGINEER BETTER OPTIONS?,45,0.31
828,twYuUJJSx7Q,How to Download Your Data from Google Account,45,DOWNLOAD Google DATA,20,0.0
829,GYoI8mlrvjE,Best Practices to Bring Large Language Models to Production 🧠 LLMOps Tutorial,77,LLMOps Best Practices,21,0.48650000000000004
830,IxKYoY8n3ng,Why Constantly Learning in Data Science Won't Make You Successful,65,AVOID DATA SCIENCE BURNOUT,26,-0.2115
831,9VJQtwK_QvU,"How to Pass Any Cloud Certification Exam - Azure, GCP, AWS, Databricks Certified",80,for yourself,12,0.0
832,s1cvYaI27VU,Data Science Certifications in 2023 🧠💡 Top 5 Certifications That Are Actually Worth It,86,COMPLETE GUIDE to DATA SCIENCE CERTEISAITONS,44,0.0
833,1dXaTrqxuxA,"Tell a Story, get the Job #shorts",33,STORIES DATA,12,0.0
834,paKCMxAr72c,"The Real Cost of LLMOps: GPT-4 Cost Efficiency, Latency & Scalability in Production",83,The Real 69 Cost of LLMOps,26,0.251
835,GDqu4b5ghKM,Is the Etherscan API Pro Worth It? My review of the Etherscan API,65,IS ETHERSCAN API WORTH IT?,26,0.2445
836,N_s5-dPn8sI,Data Scientists: Isn't this Too Much For a Take Home Assignment?,64,THIS TAKE HOME TEST is too MUCH,31,0.0
837,VlKwKt1nMcU,Is a Machine Learning Master's Degree Worth It? Here's What You Need to Know,76,DATA SCIENCE MASTER'S DEGREE WORTH iti,38,0.0295
838,R5InFGiHGuo,💡💻 ChatGPT Developer Hack: Understand Confusing Code,52,BUT BUT,7,0.0
839,Ewyw17bmD6s,The Metaverse AD Model of The Future 🤯 Companies are THRILLED About This,72,THE METAVERSE AD MODEL,22,0.124
840,jYf7nr-9Xp0,Easy SMD Soldering | SMD Resistor Soldering with hot air Gun | SMD Soldering |Solder/Desoldering #3,99,nan,0,0.014499999999999999
841,y5YXAi75Adc,SMD IC de-soldering using SOLDER WICK,37,尚 X8048T070 NX8048,18,0.0
842,USR5zm4Dhb0,Types of IC | IC Packages | SMD vs DIP ICs | Integrated Circuit Mounting Styles | SMD IC Types | DIP,100,IC Package Types of Packages DIP SIL. PGA SOP SSOP TSsOP QFP QFN TQFP BGA LGA Engineering SIMPLE DV THINK it,108,0.0
843,bEDmGQn8n0o,Rotary Encoder Circuit | PCB Soldering,38,nan,0,0.0
844,FeM4flC2N4A,Hot Air SMD IC De-Soldering,27,nan,0,0.0
845,1H2yt5lydbg,Microscopic View of Micro De-Soldering #electronics #smdsoldering #repair #diy #solderingtechniques,99,nan,0,0.0
846,zachVVtj0uU,soldering,9,nan,0,0.0
847,2wNyRFkfBwo,Expert hand-Soldering,21,nan,0,0.0
848,uWdlfNKtZYs,"Soldering SMD resistors,",24,nan,0,0.0
849,209FKTpSYKU,De-soldering SMD IC WITH HOT AIR #electronics #smdsoldering #diy #repair,72,nan,0,0.0
850,ni4rrU3wQs4,Circular to Linear motion : Quick Return,40,Circular Linear tc Crank SUBSCRIBE,34,0.0
851,CDIDZhgazpc,Simple Bi-Directional Motor Control using relay | Best Ideas,60,SUBSCRIBE click the lete wen below cepton,41,0.0
852,IVsGSfUtoqE,RGB LED Trick With Glue-Gun Stick,33,nan,0,0.0
853,lFst2CPsdcU,De-soldering SMD components with Aluminum Foil | Soldering/Desoldering basics |Solder/Desoldering #2,100,DE-SOLDERING WITH SMD ic alumlinium FOIL NON-STICKY foil STICKY EOL,67,0.0
854,J7FmtQnczV4,What is Optocoupler/Opto-isolator | Working and Types of optocoupler |  Optocoupler testing,91,Optocoupler Tunes Introduction Working Applications,51,0.0
855,39QgxLIdwwQ,PCB Design Skills # 2 | Stay with us for more,45,nan,0,0.258
856,PooQM2OLC8M,Diode (1N4007) electrical parameters Measurements.,50,ESTING DODE N400 AUTOMATIC with COMPONENT ESTER PEAS Think simple it SUBSCRIBE lrcod e,86,0.0
857,GHxpeTUyosY,Force Sensor without Arduino | DIY Force sensor Meter with Bar-Graph LED Display,80,SENSOR FORCE MONITOR ON BAR-GRAPH Arduino no,44,0.0
858,gRWWZIXasTQ,Difference between Solid-State Relay and Magnetic-Coil Relay.,61,Solid State (SSR) Relay Electromagnetic Relays EMR DIFFERENCES THE DIFFERENCE VOUL NEED TC KNOW ABOUT,101,0.0515
859,3J4MCQMPR8A,How Ultrasound Machine Works,28,"How UltraSound Works ""Think By Engineering lt Simple",52,0.0
860,GmdwQXdrLjM,How to Remove Malware on iPhone and Android | Cyberguy,54,sullings HOW to REMOVE 360 Security Antivirus hncte seclon MALWARE fraudulen ramlire websile ons IPHONE ANDROIE &,113,0.069
861,k0tmI8CK1_Q,What You Didn't See in the Celeb Nude Photo Leaks,49,Ber ny ET,9,0.0
862,9rVEiXHrok4,Welcome to CyberGuy.com | Kurt the CyberGuy,43,TO WELCOME ME ELCO se CYBERGUY.COM Y.COM CYBERGUY. THE KURT KURTTHE CYBE RGU XURI,81,0.012999999999999998
863,L66c933JE4M,Hallmark's Home & Family: My Picks for Best Tech Gadgets 2015 - Part 2,70,TIOLJE FAMILY,13,-0.1715
864,a6cepxKxNK8,Get my free CyberGuy Tech Newsletter | Kurt the CyberGuy,56,"GET ET li FREE my YB BER MYFRLE nLI YBE NEWSLETT GYDL TER rewlers sm tach ou How-To'st Alerts secunity To'stol smarter Tech ecurity omake tips quick to hRev how p ae secunity To'sto/ smarter ecunit make tips, Quick viev cktips",226,0.2525
865,OV0BQI55gD8,Road Trip Tech: How to Get Your Car Ready for an Adventure,58,ROAD trip Fuk TECH how to GET your car READY for ADVENTURE an,61,0.4385
866,MhLH7rZHfcI,AI-powered robot mower cuts your lawn as you sit back | Kurt the CyberGuy,73,LIFE YOUR SIMPLIFY t IFE THIS WITH this WITHTHIS JITHTHIS MOWER,63,-0.0345
867,5HGqmJLq95I,How Facebook secretly collects your information even if you haven't signed up | Kurt the CyberGuy,97,FACEBOOK'S BOOK'S STEALTH FAGLDU DAT DATA dc  HOWTORE INFORMATION YOUR REMOVE TO HOW,84,-0.1845
868,ktWo6JCicUs,Why you should never carry these things in your wallet | Kurt the CyberGuy,74,PROTECT YOUR LET HOW a CREATE to dra ju cness WALLE HOWT,56,0.2035
869,qpe006w9V4U,Best Black Friday and Cyber Monday Deals 2022 - Part 2,54,BEST CYBER MONDAI DEALS,23,0.389
870,hCNelVA6OIw,Genius hidden hack to stop someone from snooping on your iPhone messages | Kurt the CyberGuy,92,ULTIMATE IPHONE PRIVACY HACK,28,-0.065
871,hUy3F-Fc_gk,5 top tips for stress-free holiday travel | Kurt the CyberGuy,61,FOR TIPS TOP 5 n TOF ESS S-FR 5 5T0PTIPS S- HOLID HOLIDAY TRAVE TUL,67,0.155
872,MMN6qa8E3vQ,How to protect your Apple iPhone notes | Kurt the CyberGuy,58,SECURE IPHONE NOTES FROM SNOOPS,31,0.271
873,WCFRPjL8FF0,Amazing iPhone and Apple Watch Launch event with models on treadmills,69,nan,0,0.0
874,oxDJ5pywES4,My browser is super slow  - how do I fix it? | Kurt the CyberGuy,64,BROWSER BRUWSL BRUWSI BRU RUNNING SUPERCHARGE to how TOSUPERCI halid how your,77,0.0
875,7h8DXeF878M,Why does my iPhone get so hot during calls and how to prevent it | Kurt the CyberGuy,84,HOT IPHONE COOL SOLUTIONS,25,0.17450000000000002
876,VnkQ8wiolfc,Best ways to send large files on Android and PC | Kurt the CyberGuy,67,EMAIL AR RGE FILES ON ANDROI aPC ANDROID ON,43,0.0
877,9Ep2pYE5Kow,How Google Maps lets loved ones know you are safe at all times | Kurt the CyberGuy,82,YOUR KEEP v alei loee family FAMILY FAMIL WITH th MAPS TH,57,0.2145
878,ouIK8VJ3Us4,Best wireless earbuds expert reviewed | Kurt the CyberGuy,57,TOP 6 WIRELESS EARBUDS,22,0.237
879,_pKmXJRPGkc,How to change the font on your iPhone | Kurt the CyberGuy,57,PERSONALIZE SON YOURO OWN YOUR IPHONE NE FONTS,46,0.0
880,J2hYeIlftRs,Redmi Note 11 and 11 Pro Unbox review camera test,49,Redmi Note11 Redmi Note11 m@Pro,31,0.0
881,-hxhhQ1Yo54,OPPO Reno 7 Pro Unboxing and Hands-on [ENGLISH],47,PRO DRENO7 OPPO,15,0.0
882,DtWCMx0JTvs,Redmi Note 11T pro  - Great Specs with affordable price [ENGLISH],65,MINOTE11T PRO,13,0.1565
883,LMTmBhpIPMg,Xiaomi 12 Lite - Glow Selfies! [ENGLISH],40,MI Lite Xiaomi 12 xiaom,23,0.0
884,3XWIKudPn8g,Wow! This color is the best😍  iphone 14 pro #shorts,51,phone 14 pro purple diamonds t,30,0.0
885,yyxpTpj1cGs,Redmi Smart Band 2 - Better than Xiaomi Mi band 7.,50,REDMI SMART BAND ba 2 Redmi Smart Band Redmi SmartBand,54,0.4555
886,ovhTZ_xD-Tc,Oppo Find N Better than Samsung?? Oppo First Foldable phone,59,OPPOOFINDN,10,0.145
887,KcP0z87xeq0,Redmi K60E - The Cheapest among them!! [English],48,Redmi K60E,10,0.0
888,pptBk3rv9ac,Poco F4 GT #Shorts,18,GT POCOF4GT,11,0.5815
889,PF7n-OeeGRA,DIGITAL PLASTIC SURGERY!! Xiaomi Civi 3 [English],49,CCIVI3,6,0.0
890,KYmsBoO2GDA,Explo C1 VR Glasses Game Screen ANYWHERE!!! EASY to CONNECT,59,nan,0,0.167
891,5HScI4dvFq8,HUAWEI P50 Pocket Hands On - Perfect size,41,P5O POCKET,10,0.1905
892,UaBNA4rxUBM,Mileseey Bilateral Laser Meter DP20 Pro - Making your Life easier.,66,DP20 PRO BILATERAL LASER METER,30,0.126
893,6v1VwFC6MdI,Vivo X Note   Giant 7 inches but is it good,43,nan,0,0.1775
894,nsfF5H317fM,Xiaomi Civi 1S - THE PERFECT SELFIES PHONE,42,MI mI CIVI 1S /I1S xiaomic,26,0.2125
895,hVr2TwoxEcQ,The beast is back! Xiaomi 13 ultra #cymye #xiaomi13ultra #xiaomi,64,nan,0,0.0
896,avRH5SXCXxw,Redmi Note 11 Pro+ 5g  ⚡️⚡️ First with 120w Hyper charger,57,t PRO 11 NOTE sg Pro t Note redmi,33,0.0
897,yz2zHQ0wu98,Cavdle WasteCycler Review - First composter with tilted design and transparent lid,82,Cavdle TRANSPERENT lid COMPOSTER,32,0.0
898,YbtaCnc6Ibw,Poco F4 It is BACK even BETTER!,31,POCOF4,6,0.1975
899,Al0uoi-th50,🔥🔥IT IS COMING! XIAOMI🔥🔥#Shorts,31,nan,0,0.0
900,CIKAy8_cwfI,Introducing MinION Mk1C,23,tinme Real e sequencing s anywhere,34,0.0
901,3r_8LwmSF-A,Matthew Keller│Direct RNA sequencing of Influenza viral RNA using the MinION nanopore sequencer,95,miseg eDMA s milnion dlecl rna raous and axcugcy onang nan NANOPOFEE calooe,75,0.0
902,Wi5x5pbRMWQ,LRA: a long read aligner for sequences and assembly contigs,59,"NANOPORE LRA: long-read aligner for a seguences nl g and assembly contigs Jingwen Ren University Soudboro Caldomia, of US Nanopore Community Meeting 2020",153,0.0
903,d7hCqT1WlAQ,Understanding genetic variation in cancer using targeted nanopore sequencing | Shruti...,88,nan,0,0.0
904,5-jIW0nhFv8,Andrea Legati: Mitochondrial DNA analysis by long-read NGS in patients affected by mitochondrial...,99,resuts lado micbt nanoporecom cnanoporecont NAOCR,49,0.0
905,Vc3QAGQJw8o,Nanopore sequencing and analysis of plant pathogenic viruses | Monica Kehoe,75,nan,0,0.0
906,K3CPWbDeUXI,Clive Brown | Inside the SkunkWorx,34,nan,0,0.0
907,S4w62Hbs_TA,Lee Kerkhof│The Mouse Microbiome and the MinION,47,SIP RESULTS o NANG Nanop o,26,0.0
908,Noae9UnQ9Ps,Intawat Nookaew│Transcriptional Landscapes analysis through direct RNA sequencing,81,GEM as o nanopoae ans Nar ore ANOPOPO nopore Lnuty,50,0.0
909,Eijnq6uM8s4,Jae Young Choi: Unlocking the plant 3D genome architecture with Pore-C sequencing,81,Roro-C detects opologicall TADs assoclatinc domains co 90kbr Median. lonatt b hol tads 5261 @nanoporeconl Funoponecont NANOPORE,127,0.0
910,AmOf1YQ5BaI,Rene Snajder - Investigating disrupted methylation patterns in SHH medulloblastoma,82,Genetic profiling of and epigenetic e in complex chromosoma rearrangements Sonle Hedgehog Medulloblastoma a from batent li -raumen sample witk a syndrome rene snajder QNANOPORE,176,0.0
911,W_KWEdUlfUY,London Calling 2019: Karen Miga interview,41,LC- 心 心 LC- LC- LC- LC- LC- LC- LC LC- LC- C LC LC- .C- LC-,59,0.0
912,MvOTATcgfQ0,SARS-CoV-2 outbreak investigation: from sample to response in a day,67,NANOPORE SARS-CoV-2 outbreak investigation: d sample day from to in response a Aine O'Toole TE University of Edinourgh uk Nanopore Community Meeting 2020,153,0.0
913,Uz8W3jsuNlI,A complete analysis of human genomes and transcriptomes using nanopore sequencing,81,High-throughpu Uitra-Long NA lenci 10 DNA R10.4.1 sequencing using unnoporecont,79,0.0
914,dtPaWoqArlE,Coast to coast spread of SARS CoV 2 during the early epidemic in the United States - Joseph Fauver,98,SARS-CoV-2 Coast-to-coast spread of during eoloem nic Jnited States the early Ir LC osepl Fauver schoo public SA yale of Health iondoncallingonf uk co,150,0.0
915,uJ-korlNheY,Human spaceflight induces telomere elongation and diplotype-resolved repeats | Christopher Mason,96,Those t the elomeres aren' wourro looking for NANOPORE Nanopore,63,0.0
916,DFrRfdzD_5Q,LC18 - Hayley Wilson Trailer,28,nan,0,0.0
917,M_W326_3Dc0,Reindert Nijland: Nanopore sequencing for biodiversity assessment in an educational setting,91,Sample eDNA wolf feces Dreparations,35,0.0
918,ahOK9JuW9Nc,Nanopore sequencing for rapid & accurate identification of endangered species,77,LC le nanodorecon,17,0.0
919,Fwt5k-mZN48,London Calling 2019: more from the floor,40,postei Delegate,15,0.0
920,uHCS8kgGjQI,"I Raced with a 5""  Freestyle Drone | #fpv #drones",49,nan,0,0.1105
921,T5Ibjem5LHU,How To Setup TX16S Mk2 ExpressLRS In Under 5 Minutes,52,ExpressLRS SETUP,16,0.0
922,PxnGZ7WF754,"$190 FPV Drone Build, Here Is How I Did It👍🏼 or 🔥- #drone #fpv #shorts",70,nan,0,0.0
923,lrvCJnL7FO4,Are the DJI Goggles 2 Compatible with Air Unit & Vista,54,nan,0,0.0
924,eGLuJGFzHBo,Truth about DJI FPV V2 Goggles,30,REVIEWERS what SAY CAN'T V2 GOGGLES FPV DJI,43,0.0
925,3hwZTGZC4B0,Can You Tell The Difference? BLIND TESTING DJI O3 vs GoPro 11!,62,1,1,-0.1265
926,XxaEotXuDSg,"Tiny Powerhouse, THIS 1S Freestyle Drone Packs a Punch!",55,1S BABY RIPPER,14,0.111
927,c_SIDk6TW_k,How to Flash & Bind BetaFPV 1S ExpressLRS AIO | ExpressLRS V1,61,BETAFPV FLASH 8x BIND BetaFPV ELRS FC 10 toothpick elrs rx drone with,69,0.0
928,rGUxVsbSl2c,Learn How To Solder for FPV,27,LEARN ITHIS,11,0.0
929,lzaAQzFUBI8,Ignoring This DESTROY'S Your LiPo's!,36,WRONG!,6,-0.714
930,-EZTgSA5IUA,Pew Pew Pew Go The Drones,25,nan,0,0.0
931,SzWoRSrmI4g,THIS Happened 🦅While Flying FPV,31,nan,0,0.0
932,UdZw8uGjZ5k,Keep It Simple Stupid AIO,25,KISS ALLIN ONE FC&ESC?,22,0.011999999999999983
933,QfS4OnNGo8g,Just slap on 3.5” props!,24,"BETAFPV TWIGXL 3.5""",19,0.1605
934,_-bCLTM8pS0,Hot To Setup ExpressLRS Transmitter In Under 5 Minutes,54,setup your Transmitter s   1Sr  BETAFPV 2s x ExpressLRS,55,0.0
935,MRs4pbueVvY,Every FPV Pilot Needs This In Their Bag!,40,nan,0,0.0
936,lmeKOZGuPm8,Watch This Drone Take Off Like a Rocket! 😱,42,frv view fev Goggl ack 11 gopro Black,37,0.159
937,hjctllD-xXU,Sharkbyte - Is this is the future of FPV Racing?,48,FUTURE OF FPV RACING,20,0.0
938,UbGv0PMUESw,"Building a 2.5"" Shark Byte ripper! GepRC Phantom HD",51,TRANSPLANT! FPV 255 SHARK byte RIPPER,37,0.0
939,Jo4zBfV20YI,Test,4,nan,0,0.0
940,YiTcDprj4vE,63 Best Tech Gadgets Mid 2023 On Amazon,39,nan,0,0.248
941,ZHNTkEitdco,54 Best Tech Gadgets 2023 on Amazon and Concepts,48,Saramonice,10,0.2285
942,mqVJlO8aPjc,52 Best Tech Gadgets 2023 on Amazon,35,nan,0,0.2705
943,aWwzADZIVQQ,9 Incredible Tech Gadgets 2022 That You Will Want To Buy on Amazon,66,nan,0,0.1155
944,lDklt6Uu06U,44 Best Tech Gadgets 2023 on Amazon and Concepts,48,nan,0,0.2285
945,untdSfmhiWo,8 Amazing Gadgets 2022 | You Must Have,38,nan,0,0.248
946,vm6_6z-TCBA,New Crazy Tech Gadgets and Inventions 2022 #Shorts,50,SUBSCRIBE vidio Bio fut i,25,-0.1275
947,eJS7BJhiyuo,9 Cool New Gadgets 2022 | You Must Have,39,nan,0,0.1385
948,14fSqH6NZjA,9 Cool Gadgets You Can Actually Buy Now,39,CEFC HAXII HAKII,16,0.1385
949,u1B776VoM1w,BEST Robots Of The Future Amazing Inventions 2019 2020,54,DIGIT-1,7,0.2775
950,pA5Ib5FNQ3A,9 BEST Outdoor Gadgets For Your Next Outdoor Adventure,54,nan,0,0.2735
951,JbFCpobWp1I,Top 10 AMAZING Inventions and Latest Gadgets You Must Have,58,Unknown Person: 932 VS,22,0.221
952,tIJZZtotEBM,Top 10 AWESOME Gadgets You Must Have,36,INGENIOUS GADGETS TOOLS,23,0.285
953,SAx2-SgbC9w,UNIQUE Inventions Everyone Would Like To Have #3,48,nan,0,0.1315
954,dCxnao6bYZE,Amazing Gadgets 3D Scanner Printer Laser cutter,47,PRUSA yet Dscann,16,0.216
955,5Eo4mk8Wgdc,8 INCREDIBLE INVENTIONS THAT WILL BLOW YOUR MIND ON AMAZON,58,nan,0,0.0875
956,koI2aKxrQnw,8 COOL GADGETS YOU HAVEN'T SEEN BEFORE,38,nan,0,0.1575
957,nIy8R5OI28o,Segway SuperScooter GT New Tech Gadget #shorts,46,nan,0,0.1605
958,MyRFvD_sKcw,M3 Laser Cool Tech #shorts,26,Frame Laser En e,16,0.1825
959,YXZ7KdGxooU,Usmile F1 Cool Tech Gadget #shorts,34,tery,4,0.1575
960,oVDWyKny_DI,Revopoint POP 2 3D Scanner:  Precise 3D Scanner with up to REAL 0.05mm Accuracy,79,nan,0,0.0
961,ETYhGA9vAoE,Revo Studio Tutorial for All Revopoint 3D Scanners,50,REVOPOINT HOW TO USE REVO STUDIO HOW 10 use Studio Reyo,55,0.0
962,-W6PEaFQTvI,How to use the Dual axis Turntable | Revopoint 3D Scanner,57,REVOPOINT Revopoint Tutorial Turntable How tc the Dual axis use,63,0.0
963,npBIxmc7dLw,Revo Scan 5- Update? Remake! | Revopoint 3D Scanner,51,REVOPOINT Revo scan 5 ve penene cemelcte out Nou,48,0.0
964,XEvvkHdPVeo,Full Body 3D Scanning & Editing with Revo Scan 5 | Revopoint 3D Scanner & PUTV Tips,83,REVOPOINT Scan Revo 5 Full Body 3D Scanning 8 Editing vith 51 putv Tips,71,0.0
965,qlYGZMsNisk,Unboxing the latest Revopoint POP 2 3D Scanner Premium Package,62,utlabe powule sumee cuult port maniers an ara pontone n uso + pmig dret,71,0.0
966,rYvIKWVaZtQ,Revopoint MINI 3D Scanner:  Scan a Racecar Cylinder Head | Reverse Engineering,78,REVOPOINT mini 3D Revopoint Scanner Scan Racecar cylinder iead i Reverse Engineering a @Channel TED bat dude,108,0.0
967,pSeEUdvWYxY,BANG! Accuracy UP to 0.02mm -- Revopoint MINI 3D Scanner,56,Revopoint MINI COMING SOON,26,0.0
968,NA6qffcFUp4,Secret Scans Revealed,21,REVOPOINT CRET SCANS SECRET REVEALED e s 8 COME ASK YOLID QUESTIONS hondhcld stablzer,85,0.0
969,65HKaiXwFXs,Cactus Dull Scanning by Revopoint POP 2 3D Scanner,50,H,1,-0.139
970,Ie5Pw2BLy1Y,Revopoint POP 2 3D Scanner: Scan a thin and black object,56,fone BLACK and OBJECT scana thin,32,0.118
971,OGe8nyO5_6Q,3D Scan a Can - Revopoint POP 3 3D Scanner #shorts,50,leke,4,0.0
972,4E0_pR3IHiE,Revopoint MINI 3D Scanner: Scan a miniature,43,REVOPOINT MINI Revopoint 3D Scanner @Manbo miniature,52,0.0
973,o5xuvAsWU84,Revopoint INSPIRE 3D Scanner: Pocket-sized Power | Coming soon on #kickstarter,78,REVOPOINT Power Pocket-sized dug ic 225 l s am edi,50,0.165
974,rfDvkfROcvw,Scan Your Clothes in Style with Revopoint POP 3 3D Scanner!#shorts,66,REVOPOIN GT3831,15,0.0
975,__TMQEmHay0,Revopoint POP 2 3D Scanner Accuracy: Pterosaur Fossil 3D scan,61,Accuracy POP2 ag 3D sil POP urFossil3D scan Fossil Pterosaur,60,0.0
976,-KnUCtQ3KOA,Revopoint RANGE 3D Scanner: Scanning a Burnt Log #shorts,56,nan,0,0.0
977,5fEDHVyclaY,Scan a Whole Tire With One Simple Trick | Revopoint RANGE 3D Scanner,68,REVOPOINT REVOPOINTRANGE3DSC Revopoint RANGE 3D Scanner Scan Whole Tire With one Simple Irick a,95,-0.0535
978,gvLHAz3ERNk,Revopoint 3D Scanner Christmas POP 2 3D models in AR application! 🎬🤩,68,nan,0,0.0
979,eLWdrlMT5Hg,Revopoint INSPIRE 3D Scanner: Your 3D Modeling Powerhouse!,58,"REVOPOINT 3D SCANNER INSPIRE Small Size, Big Surprise mode",58,0.443
980,tKujQ9ziNMU,Elon Musk's Fears of Longevity (& What It Means for the Future),63,'ELON'S BIGFEAR,15,-0.1015
981,xOHHfTOOHQ8,Resveratrol Controversy Update! Drs. Stanfield & Brenner Respond,64,RESVERATROL CONTROVERSY UPDATE lsn,34,0.0
982,Ip4tyG4YgZU,How did Johnny Depp age?,24,nan,0,0.0
983,5fF7HKkv4vk,Longevity Benefits of Vitamin D - Supplements Linked to Slower Epigenetic Aging,79,THE BENEFITS VITAMIN OF d lsn,29,0.5255000000000001
984,4kVESol6fDY,A drug for Alzheimer's in dogs (X10 #Shorts),44,nan,0,0.0
985,qN1Fbp9crvM,3 reasons why people don't care about curing aging,50,X1 WHYNOT?,10,0.181
986,BnWkt7oRyQ4,$26 Million to Solve Aging? Crypto-boosted Impetus Grants Launch!,65,26M LONGEVT on,14,0.1815
987,Mz01412xu54,Can Quantum Computers Crack Aging? | Lifespan News,50,CAN QUANTUM COMPUTERS CRACK AGING? L5M,38,0.0
988,UcLbHHV4Tr0,The Left and Right Agree - Smash Aging! Here's How.,51,SMASH AGING,11,0.0
989,1Kb8QQsUmuQ,It's Spreading. New Paths for Longevity Messaging,49,LONGEVITY TO ollaboratio in uuth MASSES THE research sens foundation lsn,72,0.0040000000000000036
990,9kGmDRQMe4A,How the tangles in your DNA make you age,40,DNA TANGLED,11,0.0
991,4JnjR3DnLzI,Binary Clock Predicts Biological Age | Lifespan News,52,clld dro uuon BINARY 1o 1o oocoo ojoi AGING 01 ol CLOCK monnnniss lan o lo itoin 00 o1on oioio oooimo lmioo joo od son n sonn loto1ooddon i loio olomioioioio ol dl dono imioo oim lomloion 10100 WS ooninn ono WF LiFeSpannews loioo ol loioloooo 10,245,0.0
992,X2slR-BrPUs,Parasitic Worm Infestation for Longevity | Lifespan News,56,gut WORMS AGINc? AGAINST LiFeSpanNews 10,40,0.0
993,YIUkACtQkQs,Near-future technologies to support a larger population (Overpopulation ep. 4),78,TECH WORLD-CHANGING,19,0.126
994,NJ0W_YqPV3w,The library in your cells,25,CELLS YOUR IN BOOKS,19,0.0
995,hjSdefYiNAY,We Might Only Drive Because We Die #Shorts,42,LSN,3,0.0
996,cFqqrIbb0Jc,How DNA Gets Repaired (X10 #Shorts),35,PNA MISMATCH REPA,17,0.0
997,a2iM73XnAI4,Blood Transfusions For Rejuvenation? (X10 #Shorts),50,youne mouse nolse Linking the Circulatory systems old anb of young mice rejuvenateb OlD ones,92,0.0
998,mi0yps29oj0,Do Epigenetic Clocks Predict Longevity? (X10 #Shorts),53,nan,0,0.0
999,ZqEgpMeflmM,What Are Epigenetic Clocks for? (X10 #Shorts),45,yol are EPigenetic Clocks can tell how much cler lor younger than your age YOU,78,0.0
1000,4teSMxqPOBI,How to fix the 4G Data issues in Samsung A6 phone (T-Mobile APN settings),73,SAMSUNG GalaxyA6 randroid,25,0.0
1001,7GM1aMzlf38,Toyota features,15,nan,0,0.0
1002,HvXfT4zuUdI,A fine Sunday #houston #pearland #sunday #summer #thunderstorm,62,nan,0,0.0
1003,9tM4pRwO_tI,#lenovo #gaming #technology,27,C,1,0.0
1004,MIGxbNTW8Z8,#katy #texas #furniture #shortsfeed,35,menican,7,0.0
1005,JtW0hz6TFLo,Harman Kardon FLY TWS #harman #samsung #jbl #music,50,FLYTWS,6,0.159
1006,ZYkReq_Gknk,Basic Unit conversion - The simplest way Ever!,46,Prefix table tera 1012 pico 10-12 giga 10 nano 10- m mega 106 micro g k kilo mili 10-3 h hecto 102 Centi 10-2 d deca deci increasing value decreasing Blue indicates of table. the memorizing this arrow easv wav,209,0.033
1007,6J-LTcpLlyk,Cute Kitten #shortsfeed #viral #shorts #cat #kitten #cute #houston #cutecat,75,Rate the cuteness,17,0.3115
1008,MOyPQRwZjgU,Heat waves #shortsfeed #viral #houston #shorts #texas #globalwarming #globalboiling,83,Outsidle 114 Qtside 60 Distanceto 114f Omg 52 otal Avere ng oe 22 30 o dtal aver 393 m erstanceto e M,101,0.0
1009,8kVOsUB2vzQ,Filli #shorts #shortsfeed #viral #trending #houston #filli #dubai #dubaibrand,77,Brand from Dubai,16,0.0
1010,SB9s3xwJRAE,3D creation and printing #3dprinting #cad #design #manufacturing #solidworks,76,3D Printinc Fun,15,0.3115
